Script,subject,Epoch,Train_Loss,Train_Accuracy,Val_Loss,Val_Accuracy
LN,0,1,6.96678122415348,0.0012889795918367348,6.880993881498064,0.002038095238095238
LN,0,2,6.848576328939321,0.0034416326530612245,6.808312455676851,0.004902857142857143
LN,0,3,6.735110256856801,0.007739591836734694,6.639482917603992,0.011527619047619047
LN,0,4,6.469570652046982,0.019858775510204082,6.248631116685413,0.03026857142857143
LN,0,5,5.858505078023794,0.05389795918367347,5.353695749827794,0.08919619047619047
LN,0,6,4.591699503684531,0.15930938775510203,3.744511084284101,0.25160190476190475
LN,0,7,2.8556441057750157,0.39415755102040817,2.041289583978199,0.5456590476190476
LN,0,8,1.4474739392387623,0.6809828571428571,0.9841247290656681,0.7926514285714286
LN,0,9,0.7124465856235854,0.8606555102040816,0.513507581160182,0.9085161904761905
LN,0,10,0.3980518623103901,0.9353967346938775,0.31179763452495846,0.9538057142857143
