Script,subject,Epoch,Train_Loss,Train_Accuracy,Val_Loss,Val_Accuracy
LT,0,1,6.938774458835652,0.0008337662337662338,6.91081116994222,0.0009333333333333333
LT,0,2,6.907065225328718,0.0010454545454545454,6.904303931033972,0.0009818181818181818
LT,0,3,6.90167125448004,0.0011753246753246752,6.899299629240325,0.001196969696969697
LT,0,4,6.896333701022259,0.001503896103896104,6.893390677480987,0.001815151515151515
LT,0,5,6.8894056562943895,0.0018272727272727273,6.885443665620053,0.0021787878787878786
LT,0,6,6.8800090068346496,0.0022883116883116884,6.874446659088135,0.002596969696969697
LT,0,7,6.86663243677709,0.002824675324675325,6.858422639731205,0.0032727272727272726
LT,0,8,6.846753322985265,0.0035376623376623378,6.834226700898372,0.004057575757575757
LT,0,9,6.816364337004624,0.004446753246753247,6.796776399323434,0.005142424242424243
LT,0,10,6.768898483685085,0.005351948051948052,6.737979952349807,0.006063636363636364
