Script,subject,Epoch,Train_Loss,Train_Accuracy,Val_Loss,Val_Accuracy
BR,0,1,6.970184341936696,0.0009142857142857143,6.886449334916614,0.0015047619047619048
BR,0,2,6.863271530034591,0.002673469387755102,6.83361980120341,0.004085714285714285
BR,0,3,6.783035467731709,0.006382857142857143,6.715787389301118,0.008685714285714286
BR,0,4,6.605287958651173,0.013377142857142857,6.4654467591785245,0.02020190476190476
BR,0,5,6.24493258573571,0.035815510204081635,5.975239938281831,0.05761904761904762
BR,0,6,5.5930122196820315,0.09708081632653061,5.16641516049703,0.15104
BR,0,7,4.699425434871595,0.22792,4.246912492388771,0.3062857142857143
BR,0,8,3.8494604538508823,0.37340244897959185,3.4885698234467277,0.4291161904761905
BR,0,9,3.1584263628745566,0.463669387755102,2.8395746891839164,0.49364761904761906
BR,0,10,2.521277738863108,0.5260277551020408,2.2076612521126155,0.5623104761904761
BR,0,11,1.8975167932315748,0.6104334693877551,1.6008983849116734,0.6624514285714286
BR,0,12,1.3360708300921382,0.7181444897959184,1.0950824160575867,0.7710285714285714
BR,0,13,0.8996196455322967,0.8163477551020408,0.7308382223333632,0.8565447619047619
BR,0,14,0.6041640634439429,0.8855036734693877,0.4973872509059452,0.9098895238095238
BR,0,15,0.41978199455324483,0.9270971428571428,0.35532331179721016,0.9411238095238095
