Script,subject,Epoch,Train_Loss,Train_Accuracy,Val_Loss,Val_Accuracy
LN,0,1,6.969507823438061,0.0019338775510204082,6.883885024116153,0.0024857142857142855
LN,0,2,6.853779904034673,0.0036481632653061224,6.815026605242775,0.00499047619047619
LN,0,3,6.742841977528164,0.007991836734693877,6.648736277625674,0.011771428571428572
LN,0,4,6.480657955675709,0.019564897959183675,6.267823982420421,0.03018095238095238
LN,0,5,5.901328760147095,0.05135510204081633,5.4459451361156646,0.08231047619047618
LN,0,6,4.759139231312032,0.1423395918367347,3.977306532723563,0.22518476190476192
LN,0,7,3.0792232981214718,0.3595763265306122,2.231564057577224,0.5065923809523809
LN,0,8,1.582022679460292,0.6501632653061225,1.0708548032442728,0.7708552380952381
LN,0,9,0.7691732399779924,0.8475061224489796,0.5501267710413251,0.9017980952380953
LN,0,10,0.4232029232930164,0.9302285714285714,0.3298653734894026,0.9505657142857142
