Script,subject,Epoch,Train_Loss,Train_Accuracy,Val_Loss,Val_Accuracy
LT,0,1,6.984091718599394,0.0018064935064935066,6.836961793032559,0.0036878787878787877
LT,0,2,6.755490015203303,0.006236363636363636,6.643675563407667,0.009287878787878788
LT,0,3,6.460744232883701,0.01526883116883117,6.219506111289515,0.024448484848484848
LT,0,4,5.835961957473259,0.045803896103896104,5.347367746035258,0.07882424242424242
LT,0,5,4.604749577417002,0.1509922077922078,3.7283810796159687,0.24859090909090908
LT,0,6,2.7749029607277413,0.4102961038961039,1.8935172336029285,0.5846969696969697
LT,0,7,1.2999383017459474,0.7235571428571429,0.8588168756528334,0.8297212121212121
LT,0,8,0.6244632767508557,0.8851246753246753,0.4573615451202248,0.9229545454545455
LT,0,9,0.3595810898964281,0.9439337662337662,0.28813430353547587,0.9585393939393939
LT,0,10,0.23875976183875042,0.9678441558441558,0.20294200064783746,0.9739575757575758
LT,0,11,0.17387424011412378,0.9793051948051948,0.1532396917632132,0.9822454545454545
LT,0,12,0.13452534521651732,0.9855415584415584,0.12165182132838351,0.9872242424242424
LT,0,13,0.1085675443384748,0.9893246753246753,0.10029486872707352,0.9900515151515151
LT,0,14,0.09037007955664939,0.9917831168831169,0.08463051081155286,0.9923030303030304
LT,0,15,0.07703433812825711,0.9935077922077922,0.07300944872256933,0.9937363636363636
LT,1,1,6.969398947381354,0.003907792207792208,6.839226917642535,0.005715151515151515
LT,1,2,6.758432452833498,0.008964935064935065,6.655185754371412,0.0124
LT,1,3,6.468889343521812,0.02002077922077922,6.2285326385498045,0.031
LT,1,4,5.805313053254958,0.05494285714285714,5.26379638931968,0.09029090909090909
LT,1,5,4.426984130871761,0.1746103896103896,3.480242386225498,0.2884878787878788
LT,1,6,2.5174576966948323,0.4583896103896104,1.663340810320594,0.6311939393939394
LT,1,7,1.1288430605074027,0.760125974025974,0.7392373923099402,0.855769696969697
LT,1,8,0.5416028061702653,0.9017571428571428,0.3972816967377157,0.9349272727272727
LT,1,9,0.3157569597913073,0.9517155844155845,0.2538295288700046,0.9634818181818182
LT,1,10,0.21196584916734076,0.9722155844155844,0.18018400642682206,0.9774636363636363
LT,1,11,0.1555928880740683,0.9819753246753247,0.13723988189164435,0.9843575757575758
LT,1,12,0.12115062529051845,0.9873142857142857,0.10973009502458753,0.9884454545454545
LT,1,13,0.09828737542226718,0.9906766233766233,0.09057565160773018,0.9913454545454545
LT,1,14,0.0821769918990019,0.9928402597402597,0.07716560830898357,0.9928787878787879
LT,1,15,0.0703165629614967,0.9942740259740259,0.06668344843681112,0.9943212121212122
LT,2,1,6.978452514858989,0.000983116883116883,6.874397338231405,0.0019303030303030302
LT,2,2,6.824248431193364,0.004424675324675324,6.760561499162153,0.007290909090909091
LT,2,3,6.639115252804446,0.011057142857142857,6.482674212166757,0.016860606060606062
LT,2,4,6.2034256261974186,0.02992987012987013,5.840909608060663,0.04938181818181818
LT,2,5,5.212471194700761,0.0943,4.440669869437362,0.15884545454545454
LT,2,6,3.4583770733684687,0.28934675324675324,2.4944066231900996,0.44471818181818185
LT,2,7,1.722667624323399,0.6153558441558441,1.1263768950736883,0.7568151515151516
LT,2,8,0.7974611001084377,0.8382025974025974,0.5659243327830777,0.8937545454545455
LT,2,9,0.4363131390570046,0.9232051948051948,0.3422600527243181,0.9436878787878787
LT,2,10,0.2801480628201714,0.9567077922077922,0.23452065404165875,0.9653727272727273
LT,2,11,0.19954260152075198,0.9725324675324676,0.17426950768765176,0.9769606060606061
LT,2,12,0.1520465265698247,0.9810935064935065,0.13718332283424609,0.9830878787878787
LT,2,13,0.12139555915996626,0.9862467532467533,0.11160718505016783,0.9873818181818181
LT,2,14,0.10023168050865461,0.989438961038961,0.09378506818165382,0.9900454545454546
LT,2,15,0.08483734662124476,0.9915896103896104,0.08044486815504956,0.9919363636363636
LT,3,1,6.987909555806742,0.0011493506493506494,6.880832711277586,0.0019848484848484847
LT,3,2,6.832234377489462,0.004422077922077922,6.769004057537425,0.007821212121212121
LT,3,3,6.6433600025053146,0.013183116883116883,6.479177452867681,0.019245454545454545
LT,3,4,6.17700804673232,0.0329987012987013,5.791597480051445,0.05408181818181818
LT,3,5,5.138055625333415,0.1008090909090909,4.35660426493847,0.16825757575757574
LT,3,6,3.391082046867965,0.2980584415584416,2.460169894839778,0.44892727272727273
LT,3,7,1.7133181016785757,0.6135987012987013,1.1405567533139027,0.7495030303030303
LT,3,8,0.8096479917424065,0.8321428571428572,0.5801190698778991,0.888569696969697
LT,3,9,0.44401927846205697,0.920751948051948,0.3497170294414867,0.9421242424242424
LT,3,10,0.2835413283187074,0.9562987012987013,0.2379484455129414,0.9651818181818181
LT,3,11,0.20076192631736978,0.9726948051948052,0.1761401995610107,0.9768515151515151
LT,3,12,0.15225670254172444,0.9814181818181819,0.1373670076736898,0.9836909090909091
LT,3,13,0.12114032827462856,0.9864922077922078,0.11162768405946819,0.9875909090909091
LT,3,14,0.09971120832221848,0.989764935064935,0.09352642041038384,0.9903181818181818
LT,3,15,0.08426557936911265,0.9919571428571429,0.07993709531132923,0.9922515151515151
LT,4,1,6.997184398081395,0.0014974025974025973,6.890681098013213,0.0017424242424242424
LT,4,2,6.861632080883175,0.0030896103896103895,6.823161569075151,0.005245454545454545
LT,4,3,6.744588655186938,0.008405194805194804,6.638667488387137,0.0127
LT,4,4,6.439667830529151,0.02093116883116883,6.172799261989016,0.0334
LT,4,5,5.692741367042839,0.06396493506493507,5.0772637039242365,0.1108
LT,4,6,4.179249029345327,0.20296363636363637,3.2061104468143347,0.3260454545454545
LT,4,7,2.3007710155109304,0.49653896103896106,1.5271815635941246,0.6631424242424242
LT,4,8,1.05454175772605,0.7791714285714286,0.7125457947814103,0.8627060606060606
LT,4,9,0.5303486818810562,0.9045181818181818,0.3971530158004977,0.9338666666666666
LT,4,10,0.31793162249125445,0.9505415584415584,0.2574214307783228,0.9625515151515152
LT,4,11,0.21608288895677435,0.9704246753246754,0.1841147823180213,0.976330303030303
LT,4,12,0.15946586185461514,0.9806831168831169,0.14063553177723379,0.9835242424242424
LT,4,13,0.12440786084377921,0.9863441558441558,0.11235827036427729,0.9879030303030303
LT,4,14,0.10100116280524375,0.9898155844155844,0.09279861778923959,0.9906424242424242
LT,4,15,0.08434786228874287,0.9922207792207792,0.07854170514552883,0.9927787878787879
